epoch,time,train/ce_loss,train/dice_loss,train/aux_loss,metrics/mIoU,metrics/pixel_acc,val/ce_loss,val/dice_loss,val/aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
45,4651.96,0.06625,0.50224,0.01088,0.21424,0.98708,0.09532,0.34834,0,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
46,5232.82,0.06518,0.48433,0.01056,0.2025,0.98592,0.1001,0.33565,0,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625
47,5813.41,0.06406,0.49101,0.01063,0.19829,0.9847,0.10076,0.35844,0,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
48,6394.14,0.0699,0.49678,0.01109,0.20402,0.98392,0.10278,0.35661,0,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675
49,6975.25,0.06325,0.48651,0.01034,0.20542,0.98603,0.09989,0.3385,0,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
50,7556.69,0.06281,0.48201,0.01029,0.20129,0.9855,0.10148,0.35902,0,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725
51,8137.66,0.0676,0.50257,0.01087,0.1861,0.98453,0.10701,0.34265,0,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
52,8719.02,0.06353,0.50256,0.01035,0.20522,0.98433,0.09951,0.3701,0,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775
53,9300.27,0.06815,0.48308,0.01057,0.20992,0.98687,0.09977,0.32043,0,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
54,9881.29,0.06872,0.48702,0.01094,0.20022,0.98588,0.10237,0.31944,0,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825
55,10462.5,0.06978,0.48625,0.01073,0.20037,0.98677,0.1026,0.30266,0,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
56,11043.9,0.07098,0.49016,0.01081,0.20883,0.98511,0.1032,0.32158,0,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875
57,11625.4,0.06878,0.48985,0.01049,0.19098,0.98557,0.10842,0.30365,0,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
58,12206.8,0.06816,0.48262,0.01051,0.20893,0.98586,0.10042,0.31217,0,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925
59,12787.9,0.06816,0.49383,0.01037,0.21943,0.98561,0.09806,0.31811,0,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
60,13369.3,0.06589,0.48173,0.01068,0.20479,0.98528,0.10113,0.31964,0,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975
61,13950.6,0.06582,0.49038,0.01015,0.2158,0.98608,0.09782,0.31778,0,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
62,14531.4,0.06848,0.49103,0.01081,0.22059,0.98525,0.09776,0.32558,0,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025
63,15112.5,0.0728,0.49141,0.01107,0.20572,0.98505,0.10302,0.30907,0,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
64,15693.7,0.07179,0.48144,0.01042,0.21098,0.98684,0.10224,0.27776,0,0.0253223,0.00844075,0.0253223,0.00844075,0.0253223,0.00844075,0.0253223,0.00844075
65,16274.7,0.08297,0.45535,0.01151,0.20655,0.98719,0.1089,0.21957,0,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
66,16855.8,0.07825,0.45994,0.01117,0.22155,0.98707,0.10771,0.22323,0,0.0251737,0.00839125,0.0251737,0.00839125,0.0251737,0.00839125,0.0251737,0.00839125
67,17437.3,0.07868,0.46704,0.01129,0.22234,0.98679,0.10774,0.22544,0,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
68,18018.7,0.078,0.4573,0.01107,0.21479,0.9869,0.10908,0.2194,0,0.0250252,0.00834175,0.0250252,0.00834175,0.0250252,0.00834175,0.0250252,0.00834175
69,18599.5,0.08019,0.46081,0.01141,0.21838,0.98717,0.10953,0.2139,0,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
70,19180.8,0.07492,0.45393,0.01075,0.20272,0.987,0.11109,0.21319,0,0.0248767,0.00829225,0.0248767,0.00829225,0.0248767,0.00829225,0.0248767,0.00829225
71,19762.7,0.07326,0.45938,0.01048,0.20949,0.98727,0.10872,0.21436,0,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
72,20344.3,0.0769,0.45256,0.01106,0.21771,0.98693,0.10652,0.23178,0,0.0247282,0.00824275,0.0247282,0.00824275,0.0247282,0.00824275,0.0247282,0.00824275
73,20925.9,0.0794,0.4582,0.01155,0.20573,0.986,0.1108,0.2327,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
74,21507.3,0.07407,0.4562,0.01072,0.22121,0.98663,0.10504,0.23702,0,0.0245797,0.00819325,0.0245797,0.00819325,0.0245797,0.00819325,0.0245797,0.00819325
75,22088.5,0.06975,0.43647,0.01041,0.23644,0.98805,0.10128,0.22554,0,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
76,22670.2,0.07837,0.44033,0.01108,0.22949,0.98759,0.10405,0.22234,0,0.0244312,0.00814375,0.0244312,0.00814375,0.0244312,0.00814375,0.0244312,0.00814375
77,23251.4,0.07329,0.44253,0.01094,0.23247,0.98788,0.10391,0.21922,0,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
78,23833,0.07331,0.44103,0.01072,0.22184,0.98706,0.10742,0.2228,0,0.0242827,0.00809425,0.0242827,0.00809425,0.0242827,0.00809425,0.0242827,0.00809425
79,24414.1,0.07444,0.45195,0.01083,0.22066,0.98648,0.1086,0.22803,0,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
80,24995.6,0.07213,0.45424,0.01034,0.22017,0.98635,0.10837,0.23099,0,0.0241342,0.00804475,0.0241342,0.00804475,0.0241342,0.00804475,0.0241342,0.00804475
81,25576.7,0.07252,0.44628,0.01051,0.22233,0.98663,0.10714,0.22772,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
82,26158.2,0.07675,0.46185,0.01105,0.21959,0.98621,0.10859,0.22704,0,0.0239858,0.00799525,0.0239858,0.00799525,0.0239858,0.00799525,0.0239858,0.00799525
83,26739.4,0.07638,0.45265,0.0111,0.22412,0.98631,0.10709,0.22235,0,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
84,27320.3,0.07747,0.44738,0.01113,0.22418,0.9862,0.10728,0.22307,0,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575
85,27901.7,0.07391,0.45003,0.0107,0.22108,0.98615,0.1063,0.23372,0,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
86,28483.2,0.07537,0.45827,0.01094,0.22614,0.98633,0.10387,0.24049,0,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625
87,29064.4,0.07212,0.45175,0.01068,0.22981,0.98614,0.10298,0.24776,0,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
88,29646.2,0.07506,0.45604,0.011,0.24067,0.9863,0.10211,0.25432,0,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675
89,30228.2,0.07744,0.45386,0.01134,0.25071,0.98688,0.09992,0.24825,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
90,30809.4,0.0687,0.43112,0.01002,0.25591,0.9871,0.09942,0.24223,0,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725
91,31391,0.07312,0.44412,0.01079,0.25705,0.98724,0.09937,0.23975,0,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
92,31972.9,0.07013,0.43216,0.01035,0.2616,0.98749,0.09853,0.23773,0,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775
93,32554.1,0.06982,0.45299,0.01031,0.26746,0.98741,0.09801,0.24119,0,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
94,33135.3,0.07316,0.45096,0.01078,0.26692,0.98711,0.09873,0.24151,0,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825
95,33716.7,0.0714,0.45127,0.01061,0.26817,0.98693,0.09901,0.24497,0,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
96,34298.2,0.07556,0.44621,0.01096,0.26989,0.9872,0.09837,0.24185,0,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875
97,34879.6,0.07195,0.43193,0.01036,0.26888,0.98753,0.09795,0.23567,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
98,35461,0.06891,0.43651,0.01007,0.27066,0.98773,0.09767,0.23141,0,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925
99,36042.3,0.07489,0.44238,0.01082,0.26916,0.98719,0.0989,0.23169,0,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
100,36623.4,0.06782,0.4452,0.01019,0.26974,0.98682,0.09927,0.2344,0,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975
101,37204.9,0.06874,0.44276,0.01017,0.26662,0.9863,0.10058,0.23481,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,37786.1,0.07478,0.45487,0.01105,0.26351,0.98606,0.10103,0.23408,0,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025
103,38367.8,0.0748,0.44746,0.01071,0.26371,0.9859,0.10137,0.23446,0,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
104,38949.3,0.06603,0.44113,0.00992,0.26428,0.9859,0.10086,0.23453,0,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075
105,39530.7,0.06915,0.44347,0.01022,0.26522,0.98593,0.10047,0.23449,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
106,40112.4,0.0691,0.43808,0.01019,0.26489,0.98596,0.10021,0.23316,0,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125
107,40693.9,0.06845,0.43753,0.00992,0.26327,0.98581,0.10076,0.23305,0,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
108,41275,0.07033,0.43269,0.01027,0.26097,0.98564,0.10131,0.23272,0,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175
109,41856.6,0.06778,0.42212,0.00991,0.2595,0.98546,0.10178,0.23388,0,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
110,42438,0.06175,0.41622,0.00942,0.26197,0.98546,0.10125,0.23635,0,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225
111,43019.5,0.06983,0.4411,0.01007,0.26236,0.98562,0.10081,0.23818,0,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
112,43600.5,0.07167,0.44726,0.01026,0.26313,0.9858,0.10054,0.23844,0,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275
113,44181.9,0.07178,0.43517,0.01066,0.26347,0.98578,0.10041,0.23938,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
114,44763,0.06468,0.4257,0.00951,0.26438,0.98572,0.1004,0.23914,0,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325
115,45344.4,0.06684,0.42762,0.00979,0.26756,0.98573,0.1,0.24128,0,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
116,45926.2,0.06843,0.43525,0.00987,0.26881,0.98573,0.10004,0.24175,0,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375
117,46507.5,0.07025,0.4489,0.01038,0.26958,0.98569,0.10002,0.24107,0,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
118,47089,0.06973,0.44104,0.01017,0.27069,0.98572,0.09988,0.24136,0,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425
119,47670.2,0.06955,0.4377,0.01048,0.27098,0.98575,0.09959,0.24081,0,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
120,48251.8,0.06898,0.43615,0.01041,0.27174,0.98582,0.0994,0.24122,0,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475
121,48833.4,0.0676,0.43434,0.01003,0.27227,0.98584,0.09942,0.24072,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
122,49414.7,0.0679,0.42718,0.00992,0.27199,0.98582,0.09942,0.2421,0,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525
123,49996.2,0.06715,0.41957,0.01006,0.27239,0.98587,0.09926,0.24191,0,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
124,50577.5,0.06629,0.43159,0.00981,0.27294,0.98593,0.0991,0.24274,0,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575
125,51158.6,0.06403,0.42592,0.00964,0.27244,0.98593,0.09908,0.24327,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
126,51740.1,0.06905,0.43328,0.0101,0.27244,0.98594,0.099,0.24285,0,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625
127,52321.8,0.067,0.42703,0.00964,0.2725,0.98598,0.09868,0.2433,0,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
128,52903.3,0.06489,0.4207,0.00944,0.27356,0.98609,0.09823,0.24385,0,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675
129,53484.7,0.06231,0.43205,0.00937,0.27455,0.98616,0.09794,0.24388,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
130,54066.2,0.06625,0.42794,0.00949,0.27502,0.98618,0.09788,0.24307,0,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725
131,54648.1,0.06566,0.43101,0.00956,0.27588,0.98621,0.09772,0.24326,0,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
132,55229.5,0.06207,0.4228,0.00929,0.27832,0.98625,0.0974,0.24451,0,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775
133,55810.8,0.06736,0.43223,0.00989,0.27962,0.98632,0.0972,0.24419,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
134,56392.1,0.06598,0.43369,0.00962,0.28048,0.98639,0.09702,0.24348,0,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825
135,56973.6,0.06564,0.42422,0.00956,0.2799,0.98646,0.09695,0.24318,0,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
136,57555.1,0.06216,0.42975,0.00942,0.28081,0.98651,0.09698,0.2428,0,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875
137,58136.7,0.06681,0.4268,0.00983,0.28262,0.98659,0.097,0.24292,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
138,58718.1,0.06658,0.43401,0.00989,0.28195,0.98654,0.097,0.24306,0,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925
139,59300,0.06386,0.43139,0.00959,0.28181,0.98656,0.0969,0.24279,0,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
140,59881.4,0.06634,0.42782,0.01007,0.28163,0.98656,0.09676,0.24313,0,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975
141,60462.6,0.06332,0.42497,0.00918,0.28228,0.98659,0.09647,0.24268,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
142,61043.8,0.06774,0.42854,0.0099,0.28439,0.98659,0.09632,0.24222,0,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025
143,61625.2,0.05995,0.41893,0.00889,0.28492,0.98659,0.09627,0.24274,0,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
144,62207.1,0.06314,0.42111,0.00936,0.28706,0.98661,0.09617,0.24249,0,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075
145,62788.4,0.06455,0.41928,0.00982,0.28772,0.98662,0.09613,0.24215,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
146,63369.6,0.06654,0.41423,0.00974,0.28731,0.9866,0.09607,0.24176,0,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125
147,63950.8,0.06432,0.42944,0.00961,0.287,0.98656,0.0961,0.24171,0,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
148,64532.4,0.06841,0.42835,0.01002,0.28679,0.98655,0.09616,0.24092,0,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175
149,65114.1,0.06651,0.42994,0.00989,0.28682,0.98654,0.09608,0.24074,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
150,65695.9,0.06151,0.43306,0.00939,0.28725,0.98655,0.09601,0.24068,0,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225
151,66277.1,0.06438,0.44089,0.0098,0.28693,0.98651,0.09607,0.24217,0,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
152,66858,0.06089,0.4258,0.00945,0.28639,0.98646,0.09627,0.24313,0,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275
153,67439.6,0.06087,0.42781,0.0094,0.28618,0.98642,0.09638,0.24356,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
